"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Smoke тест","Авторизация","Авторизация с некорректными данными с проверкой ошибок","0","0","2","0","0"
"","","","0","0","1","0","0"
"Smoke тест","Скриншот упавшего теста","При падении теста делается скриншот","0","0","0","1","0"
"Smoke тест","Авторизация","Авторизация с некорректными данными не проходит","0","0","1","0","0"
