"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Smoke тест","Авторизация","Успешная авторизация с загрузкой из файла cookies","0","0","1","1","0"
"Smoke тест","Скриншот упавшего теста","При падении теста делается скриншот","0","0","0","2","0"
"Smoke тест","Авторизация","Успешная авторизация и сохранение cookies в файл","0","0","1","0","0"
